0,ArcFace,21.187782287597656,21.23109499613444,21.344661712646484
1,bvlc_alexnet,1.5027523040771484,1.51673158009847,1.5816688537597656
2,bvlc_caffenet,1.6951560974121094,1.7087618509928386,1.7783641815185547
3,bvlc_googlenet,5.570650100708008,5.592767397562663,5.609750747680664
4,bvlc_rcnn_ilsvrc13,1.6436576843261719,1.6805330912272136,1.7483234405517578
5,DenseNet-121,20.168542861938477,20.218356450398762,20.2634334564209
6,DUC,109.59553718566895,110.5376402537028,111.6943359375
8,inception_v1,5.584001541137695,5.605014165242513,5.63502311706543
10,MNIST,0.3006458282470703,0.3110806147257487,0.3666877746582031
11,MobileNet-v2,6.473541259765625,6.493910153706868,6.561279296875
12,ResNet018-v1,4.347562789916992,4.368782043457031,4.39906120300293
13,ResNet018-v2,4.9304962158203125,4.9635569254557295,5.010128021240234
14,ResNet034-v1,7.417917251586914,7.442164421081543,7.503032684326172
15,ResNet034-v2,8.0108642578125,8.029953638712565,8.062124252319336
16,ResNet050-v1,12.395620346069336,12.446784973144531,12.488365173339844
17,ResNet050-v2,12.989282608032227,13.031625747680664,13.067007064819336
18,ResNet101-v1,21.597623825073242,21.63871129353841,21.797657012939453
19,ResNet101-v2,21.630525588989258,21.71197732289632,21.804332733154297
20,ResNet152-v1,31.148195266723633,31.2954584757487,31.97932243347168
21,ResNet152-v2,30.727386474609375,30.8027187983195,31.014442443847656
22,Shufflenet,3.690481185913086,3.7597338358561196,3.8640499114990234
23,Squeezenet-v1.1,2.411365509033203,2.4355649948120117,2.4809837341308594
24,Tiny_YOLO-v2,7.696628570556641,7.719635963439941,7.745265960693359
25,VGG16-BN,19.70052719116211,19.735209147135418,19.791603088378906
26,VGG16,17.165660858154297,17.197608947753906,17.230510711669922
27,VGG19-BN,23.663759231567383,23.70108763376872,23.775100708007812
28,VGG19,20.9195613861084,20.951612790425617,20.990848541259766
29,zfnet512,3.689289093017578,3.7247339884440103,3.8967132568359375
