0,ArcFace,30.50374984741211,30.550312995910645,30.648469924926758
1,bvlc_alexnet,1.8537044525146484,1.8634478251139324,1.8870830535888672
2,bvlc_caffenet,2.225637435913086,2.251418431599935,2.3665428161621094
3,bvlc_googlenet,8.031845092773438,8.057355880737305,8.088111877441406
4,bvlc_rcnn_ilsvrc13,2.2025108337402344,2.2387107213338218,2.3403167724609375
5,DenseNet-121,33.25343132019043,33.298325538635254,33.35881233215332
6,DUC,190.10639190673828,191.19605223337808,192.3816204071045
8,inception_v1,8.085250854492188,8.116722106933594,8.154869079589844
10,MNIST,0.3008842468261719,0.3119627634684245,0.35190582275390625
11,MobileNet-v2,11.199951171875,11.229801177978516,11.249065399169922
12,ResNet018-v1,6.658315658569336,6.679137547810872,6.7615509033203125
13,ResNet018-v2,7.848978042602539,7.878764470418294,7.913351058959961
14,ResNet034-v1,10.973930358886719,11.001396179199219,11.039257049560547
15,ResNet034-v2,12.161731719970703,12.195102373758951,12.248039245605469
16,ResNet050-v1,20.808935165405273,20.89730103810628,20.96080780029297
17,ResNet050-v2,22.09949493408203,22.18345006306966,22.27616310119629
18,ResNet101-v1,35.57848930358887,35.71921189626058,35.907745361328125
19,ResNet101-v2,35.90726852416992,36.073597272237144,36.371707916259766
20,ResNet152-v1,51.19729042053223,51.40728950500488,51.740169525146484
21,ResNet152-v2,50.562381744384766,50.749810536702476,50.97222328186035
22,Shufflenet,5.545854568481445,5.60908317565918,5.667686462402344
23,Squeezenet-v1.1,4.014492034912109,4.05735969543457,4.107236862182617
24,Tiny_YOLO-v2,13.215303421020508,13.25820287068685,13.284444808959961
25,VGG16-BN,30.971288681030273,31.01205825805664,31.048059463500977
26,VGG16,25.988101959228516,26.048628489176433,26.10635757446289
27,VGG19-BN,36.159515380859375,36.19112173716227,36.26871109008789
28,VGG19,30.790328979492188,30.838878949483234,30.8840274810791
29,zfnet512,5.23829460144043,5.295713742574056,5.362987518310547
