0,ArcFace,12.995481491088867,13.021580378214518,13.056516647338867
1,bvlc_alexnet,1.1754035949707031,1.1885404586791992,1.2099742889404297
2,bvlc_caffenet,1.257181167602539,1.2823979059855144,1.3659000396728516
3,bvlc_googlenet,4.877328872680664,4.9205780029296875,4.949808120727539
4,bvlc_rcnn_ilsvrc13,1.2450218200683594,1.2610832850138347,1.348733901977539
5,DenseNet-121,14.168739318847656,14.218624432881674,14.29605484008789
6,DUC,57.60312080383301,57.77773857116699,58.2273006439209
8,inception_v1,4.808664321899414,4.853057861328125,4.884243011474609
10,MNIST,0.3139972686767578,0.3218809763590495,0.33545494079589844
11,MobileNet-v2,3.9663314819335938,3.990634282430013,4.024982452392578
12,ResNet018-v1,2.657651901245117,2.673665682474772,2.6972293853759766
13,ResNet018-v2,2.9556751251220703,2.974859873453776,3.0088424682617188
14,ResNet034-v1,4.431486129760742,4.448453585306804,4.498481750488281
15,ResNet034-v2,4.73475456237793,4.752683639526367,4.781007766723633
16,ResNet050-v1,7.530450820922852,7.555405298868815,7.607698440551758
17,ResNet050-v2,8.068323135375977,8.098896344502768,8.121967315673828
18,ResNet101-v1,13.486623764038086,13.523340225219727,13.591289520263672
19,ResNet101-v2,13.715744018554688,13.74665896097819,13.794660568237305
20,ResNet152-v1,19.513607025146484,19.562697410583496,19.644498825073242
21,ResNet152-v2,19.411563873291016,19.454097747802734,19.81210708618164
22,Shufflenet,2.919435501098633,2.955325444539388,3.0057430267333984
23,Squeezenet-v1.1,1.642465591430664,1.6547997792561848,1.6701221466064453
24,Tiny_YOLO-v2,4.217863082885742,4.232883453369141,4.273414611816406
25,VGG16-BN,10.720491409301758,10.740176836649576,10.795831680297852
26,VGG16,9.402036666870117,9.421634674072266,9.441137313842773
27,VGG19-BN,12.85409927368164,12.885673840840658,12.957334518432617
28,VGG19,11.420011520385742,11.443734169006348,11.461257934570312
29,zfnet512,2.072572708129883,2.199077606201172,5.077362060546875

