0,ArcFace,10.756254196166992,10.772983233133951,10.801076889038086
1,bvlc_alexnet,1.0597705841064453,1.0703881581624348,1.09100341796875
2,bvlc_caffenet,1.0902881622314453,1.1065324147542317,1.1739730834960938
3,bvlc_googlenet,4.094123840332031,4.134901364644368,4.169702529907227
4,bvlc_rcnn_ilsvrc13,1.0633468627929688,1.0866880416870117,1.1746883392333984
5,DenseNet-121,10.793924331665039,10.853846867879232,10.895252227783203
6,DUC,32.613515853881836,32.7401320139567,32.89389610290527
8,inception_v1,4.052639007568359,4.080732663472493,4.136323928833008
10,MNIST,0.3104209899902344,0.3223101298014323,0.3657341003417969
11,MobileNet-v2,2.9294490814208984,2.949857711791992,2.9783248901367188
12,ResNet018-v1,2.1009445190429688,2.116743723551432,2.1965503692626953
13,ResNet018-v2,2.254009246826172,2.2621472676595054,2.2780895233154297
14,ResNet034-v1,3.5712718963623047,3.5836060841878257,3.6067962646484375
15,ResNet034-v2,3.7147998809814453,3.729367256164551,3.7648677825927734
16,ResNet050-v1,5.424261093139648,5.452370643615723,5.529165267944336
17,ResNet050-v2,5.814075469970703,5.837670962015788,5.870580673217773
18,ResNet101-v1,10.240316390991211,10.274330774943033,10.31804084777832
19,ResNet101-v2,10.44607162475586,10.47062873840332,10.50424575805664
20,ResNet152-v1,14.901161193847656,14.93541399637858,14.976978302001953
21,ResNet152-v2,14.791488647460938,14.841485023498535,14.889955520629883
22,Shufflenet,2.771615982055664,2.833859125773112,2.903461456298828
23,Squeezenet-v1.1,1.25885009765625,1.2871583302815754,1.361846923828125
24,Tiny_YOLO-v2,2.4557113647460938,2.468601862589518,2.4933815002441406
25,VGG16-BN,6.247043609619141,6.283664703369141,6.356716156005859
26,VGG16,5.5332183837890625,5.546943346659343,5.561113357543945
27,VGG19-BN,7.441520690917969,7.459068298339844,7.482767105102539
28,VGG19,6.656646728515625,6.670602162679036,6.701946258544922
29,zfnet512,1.4498233795166016,1.4739195505777996,1.567840576171875

