2,BVLC_AlexNet,1,1.0933876037597656,1.1028210322062175,1.1188983917236328
3,BVLC_CaffeNet,1,1.0883808135986328,1.1000792185465496,1.115560531616211
4,BVLC_GoogleNet,1,3.774881362915039,3.8030783335367837,3.8385391235351562
5,BVLC_RCNN_ILSVRC13,1,1.0738372802734375,1.0861794153849285,1.1272430419921875
6,DenseNet-121,1,11.0626220703125,11.150614420572916,11.235237121582031
8,Emotion-FerPlus,1,0.8296966552734375,0.8455753326416016,0.8678436279296875
9,Inception-v1,1,3.772258758544922,3.8064797719319663,3.8309097290039062
10,Inception-v2,1,5.592823028564453,5.63964049021403,5.673646926879883
11,MNIST,1,0.18453598022460938,0.1885493596394857,0.2067089080810547
12,MobileNet-v2,1,2.0148754119873047,2.0492951075236,2.082347869873047
13,ResNet018-v1,1,1.9710063934326172,1.9960641860961914,2.01416015625
14,ResNet018-v2,1,1.9495487213134766,1.9639889399210613,1.9783973693847656
15,ResNet034-v1,1,3.4265518188476562,3.4480015436808267,3.4720897674560547
16,ResNet034-v2,1,3.389120101928711,3.4172932306925454,3.439188003540039
17,ResNet050-v1,1,4.759073257446289,4.783018430074056,4.816770553588867
18,ResNet050-v2,1,4.551410675048828,4.587101936340332,4.636049270629883
19,ResNet101-v1,1,9.190082550048828,9.227919578552246,9.315967559814453
20,ResNet101-v2,1,8.49151611328125,8.537602424621582,8.59689712524414
21,ResNet152-v1,1,13.389348983764648,13.44745953877767,13.502120971679688
22,ResNet152-v2,1,12.21919059753418,12.262535095214844,12.30931282043457
23,Shufflenet,1,2.8533935546875,2.8894503911336265,2.9277801513671875
24,Squeezenet-v1.1,1,1.2612342834472656,1.2935558954874675,1.3191699981689453
26,VGG16-BN,1,3.9522647857666016,3.9797703425089517,4.010677337646484
27,VGG16,1,3.476381301879883,3.510268529256185,3.549814224243164
28,VGG19-BN,1,4.728078842163086,4.765256245930989,4.801273345947266
29,VGG19,1,4.181385040283203,4.212093353271484,4.271268844604492
30,Zfnet512,1,1.506805419921875,1.5173832575480144,1.5285015106201172
