1,ArcFace,2,14.641523361206055,14.801891644795736,14.963388442993164
2,bvlc_alexnet,2,0.0016443729400634766,0.0016443729400634766,0.0016443729400634766
3,bvlc_caffenet,2,0.0015971660614013672,0.0015971660614013672,0.0015971660614013672
4,bvlc_googlenet,2,0.006299495697021484,0.006299495697021484,0.006299495697021484
5,bvlc_rcnn_ilsvrc13,2,0.0015511512756347656,0.0015511512756347656,0.0015511512756347656
6,DenseNet-121,2,17.71402359008789,17.839336395263672,17.95649528503418
7,DUC,2,545.3236103057861,545.9429264068604,547.1062660217285
9,inception_v1,2,0.0063893795013427734,0.0063893795013427734,0.0063893795013427734
11,mnist,2,0.00019073486328125,0.00019073486328125,0.00019073486328125
12,MobileNet-v2,2,73.68040084838867,82.13357130686443,94.6202278137207
13,ResNet018-v1,2,2.769947052001953,2.792048454284668,3.0069351196289062
14,ResNet018-v2,2,2.9306411743164062,2.9920339584350586,3.394603729248047
15,ResNet034-v1,2,4.5166015625,4.5501708984375,4.616260528564453
16,ResNet034-v2,2,4.664897918701172,4.727435111999512,5.119085311889648
17,ResNet050-v1,2,8.29935073852539,8.3543062210083,8.42428207397461
18,ResNet050-v2,2,8.656501770019531,8.765188852945963,8.85319709777832
19,ResNet101-v1,2,16.375064849853516,16.510383288065594,16.698360443115234
20,ResNet101-v2,2,15.794992446899414,15.896908442179361,16.050338745117188
21,ResNet152-v1,2,23.987770080566406,24.076334635416668,24.175405502319336
22,ResNet152-v2,2,22.766590118408203,22.860050201416016,22.950410842895508
23,Shufflenet,2,20.680904388427734,20.82032362620036,21.206378936767578
24,Squeezenet-v1.1,2,1.995086669921875,2.125096321105957,2.4008750915527344
25,Tiny_YOLO-v2,2,3.6323070526123047,3.687246640523275,3.8259029388427734
26,VGG16-BN,2,14.682292938232422,14.755678176879883,14.83917236328125
27,VGG16,2,13.471603393554688,13.557195663452148,13.600349426269531
28,VGG19-BN,2,16.343355178833008,16.419434547424316,16.51740074157715
29,VGG19,2,14.956474304199219,15.075969696044922,15.235662460327148
30,zfnet512,2,0.0022699832916259766,0.0022699832916259766,0.0022699832916259766
