1,ArcFace,1,10.813474655151367,11.179637908935547,11.689186096191406
2,BVLC_AlexNet,1,1.5878677368164062,1.6719897588094075,1.7633438110351562
3,BVLC_CaffeNet,1,1.4605522155761719,1.5144507090250652,1.5482902526855469
4,BVLC_GoogleNet,1,6.094217300415039,6.158669789632161,6.230592727661133
5,BVLC_RCNN_ILSVRC13,1,1.3511180877685547,1.4456669489542644,1.5778541564941406
6,DenseNet-121,1,13.103008270263672,14.77053165435791,16.74962043762207
7,DUC,1,267.80056953430176,268.38730971018475,269.1810131072998
8,Emotion-FerPlus,1,1.8093585968017578,1.8903255462646484,2.0072460174560547
9,Inception-v1,1,6.059169769287109,6.122843424479167,6.201744079589844
10,Inception-v2,1,7.599115371704102,8.174999554951986,9.615182876586914
11,MNIST,1,0.20885467529296875,0.2122799555460612,0.2262592315673828
12,MobileNet-v2,1,72.6308822631836,81.52906894683838,94.02346611022949
13,ResNet018-v1,1,2.4094581604003906,2.4514198303222656,2.602100372314453
14,ResNet018-v2,1,2.3534297943115234,2.5581836700439453,2.7120113372802734
15,ResNet034-v1,1,3.861665725708008,4.051248232523601,4.359960556030273
16,ResNet034-v2,1,3.946542739868164,4.014754295349121,4.279375076293945
17,ResNet050-v1,1,6.558895111083984,6.633774439493815,6.706714630126953
18,ResNet050-v2,1,6.535053253173828,6.597153345743815,6.644725799560547
19,ResNet101-v1,1,12.42828369140625,12.468806902567545,12.591838836669922
20,ResNet101-v2,1,12.288093566894531,12.373018264770508,12.562036514282227
21,ResNet152-v1,1,18.26786994934082,18.381643295288086,18.48316192626953
22,ResNet152-v2,1,16.618013381958008,17.40228335062663,17.82965660095215
23,Shufflenet,1,20.628929138183594,21.097302436828613,21.289825439453125
24,Squeezenet-v1.1,1,1.7702579498291016,2.0589113235473633,2.2733211517333984
25,Tiny_YOLO-v2,1,2.5157928466796875,2.5630553563435874,2.6040077209472656
26,VGG16-BN,1,6.275653839111328,6.339859962463379,6.546258926391602
27,VGG16,1,5.803823471069336,5.857308705647786,5.949258804321289
28,VGG19-BN,1,7.334709167480469,7.546464602152507,7.794857025146484
29,VGG19,1,6.67119026184082,6.780616442362468,6.915092468261719
30,Zfnet512,1,2.138853073120117,2.2552172342936196,2.4023056030273438
