0,ArcFace,20.959186553955078
5,DenseNet-121,19.98426914215088
6,DUC,108.5505485534668
11,MobileNet-v2,6.395506858825684
12,ResNet018-v1,4.390311241149902
13,ResNet018-v2,4.921150207519531
14,ResNet034-v1,7.457518577575684
15,ResNet034-v2,7.93001651763916
16,ResNet050-v1,12.26358413696289
17,ResNet050-v2,12.967681884765625
18,ResNet101-v1,21.381115913391113
19,ResNet101-v2,21.389102935791016
20,ResNet152-v1,30.89594841003418
21,ResNet152-v2,30.336499214172363
23,Squeezenet-v1.1,2.446126937866211
25,VGG16-BN,19.8136568069458
26,VGG16,17.19367504119873
27,VGG19-BN,23.83859157562256
28,VGG19,21.134233474731445
