0,ArcFace,103.22885513305664
5,DenseNet-121,108.93855094909668
6,DUC,694.4025754928589
11,MobileNet-v2,39.272236824035645
12,ResNet018-v1,24.131369590759277
13,ResNet018-v2,29.004549980163574
14,ResNet034-v1,39.952850341796875
15,ResNet034-v2,44.80938911437988
16,ResNet050-v1,76.27072334289551
17,ResNet050-v2,79.40399646759033
18,ResNet101-v1,127.7251958847046
19,ResNet101-v2,127.82068252563478
20,ResNet152-v1,183.7193250656128
21,ResNet152-v2,179.87022399902344
23,Squeezenet-v1.1,14.023232460021973
25,VGG16-BN,117.65172481536865
26,VGG16,98.08945655822754
27,VGG19-BN,136.51394844055176
28,VGG19,115.23776054382324
