0,ArcFace,12.674236297607422
5,DenseNet-121,15.36870002746582
6,DUC,57.04214572906494
11,MobileNet-v2,3.858470916748047
12,ResNet018-v1,2.6900291442871094
13,ResNet018-v2,2.8859376907348633
14,ResNet034-v1,4.375195503234863
15,ResNet034-v2,4.6089887619018555
16,ResNet050-v1,7.354140281677246
17,ResNet050-v2,7.914113998413085
18,ResNet101-v1,13.233613967895508
19,ResNet101-v2,13.405227661132812
20,ResNet152-v1,19.11489963531494
21,ResNet152-v2,19.016122817993164
23,Squeezenet-v1.1,1.6748666763305664
25,VGG16-BN,10.753035545349121
26,VGG16,9.616661071777344
27,VGG19-BN,12.974858283996582
28,VGG19,11.6410493850708
