0,ArcFace,385.1595163345337
5,DenseNet-121,417.76037216186523
11,MobileNet-v2,151.90458297729492
12,ResNet018-v1,92.36102104187012
13,ResNet018-v2,111.8598461151123
14,ResNet034-v1,151.99127197265625
15,ResNet034-v2,171.43609523773193
16,ResNet050-v1,292.23647117614746
17,ResNet050-v2,304.35147285461426
18,ResNet101-v1,481.37974739074707
19,ResNet101-v2,481.4605474472046
20,ResNet152-v1,688.0688667297363
21,ResNet152-v2,673.1916904449463
23,Squeezenet-v1.1,53.89964580535889
25,VGG16-BN,614.8438453674316
26,VGG16,534.8746299743652
27,VGG19-BN,753.4461259841919
28,VGG19,666.8756008148193
