1,BVLC_AlexNet,0.0732421875
2,BVLC_CaffeNet,0.07293224334716797
3,BVLC_GoogleNet,0.16455650329589844
4,BVLC_RCNN_ILSVRC13,0.07054805755615234
5,DenseNet-121,0.7843494415283203
6,DUC,0.5398750305175781
8,Inception-v1,0.1602649688720703
9,Inception-v2,0.4862785339355469
11,MobileNet-v2,0.28781890869140625
12,ResNet018-v1,0.1478433609008789
13,ResNet018-v2,0.14126300811767578
14,ResNet034-v1,0.20904541015625
15,ResNet034-v2,0.21796226501464844
16,ResNet050-v1,0.32188892364501953
17,ResNet050-v2,0.2908945083618164
18,ResNet101-v1,0.5882024765014648
19,ResNet101-v2,0.914454460144043
